year_value,site_id,depth_to_gw_ft,depth_to_gw_m,latitude,longitude,data_source,region,bbox_side,open_et_version,scaled_annual_et_avg,mean_et,mean_precip,et_precip_ratio,precip_variation
2017,KSGS.372539100142504,122.4,37.30752,37.42949,-100.2434,USGS,Southern Kansas,2,2.0,822.409,825.8930952380953,605.3369,1.364352769593072,1.7592920721638048
2018,KSGS.372539100142504,123.6,37.67328,37.42949,-100.2434,USGS,Southern Kansas,2,2.0,866.055,825.8930952380953,605.3369,1.364352769593072,1.7592920721638048
2019,KSGS.372539100142504,124.62,37.984176,37.42949,-100.2434,USGS,Southern Kansas,2,2.0,873.618,825.8930952380953,605.3369,1.364352769593072,1.7592920721638048
2020,KSGS.372539100142504,126.95,38.69436,37.42949,-100.2434,USGS,Southern Kansas,2,2.1,922.445,825.8930952380953,605.3369,1.364352769593072,1.7592920721638048
2000,KSGS.373331098033301,20.15,6.14172,37.56096,-98.058,USGS,Southern Kansas,2,2.0,798.378,842.846,928.1595,0.9080831621562884,1.8607161632467495
2001,KSGS.373331098033301,18.86,5.748528,37.56096,-98.058,USGS,Southern Kansas,2,2.0,752.052,842.846,928.1595,0.9080831621562884,1.8607161632467495
2002,KSGS.373331098033301,19.22,5.858256,37.56096,-98.058,USGS,Southern Kansas,2,2.0,783.045,842.846,928.1595,0.9080831621562884,1.8607161632467495
2003,KSGS.373331098033301,19.44,5.925312,37.56096,-98.058,USGS,Southern Kansas,2,2.0,843.871,842.846,928.1595,0.9080831621562884,1.8607161632467495
2004,KSGS.373331098033301,19.24,5.864352,37.56096,-98.058,USGS,Southern Kansas,2,2.0,822.102,842.846,928.1595,0.9080831621562884,1.8607161632467495
2005,KSGS.373331098033301,19.4,5.91312,37.56096,-98.058,USGS,Southern Kansas,2,2.0,880.511,842.846,928.1595,0.9080831621562884,1.8607161632467495
2006,KSGS.373331098033301,19.34,5.894832,37.56096,-98.058,USGS,Southern Kansas,2,2.0,842.331,842.846,928.1595,0.9080831621562884,1.8607161632467495
2007,KSGS.373331098033301,19.57,5.964936,37.56096,-98.058,USGS,Southern Kansas,2,2.0,854.737,842.846,928.1595,0.9080831621562884,1.8607161632467495
2008,KSGS.373331098033301,18.51,5.641848,37.56096,-98.058,USGS,Southern Kansas,2,2.0,865.461,842.846,928.1595,0.9080831621562884,1.8607161632467495
2009,KSGS.373331098033301,18.34,5.590032,37.56096,-98.058,USGS,Southern Kansas,2,2.0,828.827,842.846,928.1595,0.9080831621562884,1.8607161632467495
2010,KSGS.373331098033301,18.71,5.702808,37.56096,-98.058,USGS,Southern Kansas,2,2.0,851.301,842.846,928.1595,0.9080831621562884,1.8607161632467495
2011,KSGS.373331098033301,19.29,5.879592,37.56096,-98.058,USGS,Southern Kansas,2,2.0,726.998,842.846,928.1595,0.9080831621562884,1.8607161632467495
2012,KSGS.373331098033301,21.65,6.59892,37.56096,-98.058,USGS,Southern Kansas,2,2.0,818.613,842.846,928.1595,0.9080831621562884,1.8607161632467495
2013,KSGS.373331098033301,22.8,6.94944,37.56096,-98.058,USGS,Southern Kansas,2,2.0,920.143,842.846,928.1595,0.9080831621562884,1.8607161632467495
2014,KSGS.373331098033301,22.08,6.729984,37.56096,-98.058,USGS,Southern Kansas,2,2.0,857.314,842.846,928.1595,0.9080831621562884,1.8607161632467495
2015,KSGS.373331098033301,23.65,7.20852,37.56096,-98.058,USGS,Southern Kansas,2,2.0,871.92,842.846,928.1595,0.9080831621562884,1.8607161632467495
2016,KSGS.373331098033301,23.14,7.053072,37.56096,-98.058,USGS,Southern Kansas,2,2.0,942.909,842.846,928.1595,0.9080831621562884,1.8607161632467495
2017,KSGS.373331098033301,22.4,6.82752,37.56096,-98.058,USGS,Southern Kansas,2,2.0,877.604,842.846,928.1595,0.9080831621562884,1.8607161632467495
2018,KSGS.373331098033301,22.82,6.955536,37.56096,-98.058,USGS,Southern Kansas,2,2.0,849.496,842.846,928.1595,0.9080831621562884,1.8607161632467495
2019,KSGS.373331098033301,21.65,6.59892,37.56096,-98.058,USGS,Southern Kansas,2,2.0,807.351,842.846,928.1595,0.9080831621562884,1.8607161632467495
2020,KSGS.373331098033301,21.44,6.534912,37.56096,-98.058,USGS,Southern Kansas,2,2.1,904.802,842.846,928.1595,0.9080831621562884,1.8607161632467495
2000,KSGS.373607100565301,380.865,116.087652,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,721.992,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2001,KSGS.373607100565301,382.68,116.640864,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,641.282,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2002,KSGS.373607100565301,385.21,117.412008,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,639.617,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2003,KSGS.373607100565301,389.05,118.58244,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,656.353,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2004,KSGS.373607100565301,390.1,118.90248,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,576.223,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2005,KSGS.373607100565301,391.29,119.265192,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,697.347,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2006,KSGS.373607100565301,390.58,119.048784,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,458.323,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2007,KSGS.373607100565301,393.6,119.96928,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,729.789,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2008,KSGS.373607100565301,393.69,119.996712,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,507.091,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2009,KSGS.373607100565301,396.49,120.850152,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,624.462,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2010,KSGS.373607100565301,398.76,121.542048,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,615.115,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2011,KSGS.373607100565301,401.25,122.301,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,388.657,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2012,KSGS.373607100565301,406.43,123.879864,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,508.762,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2013,KSGS.373607100565301,408.64,124.553472,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,543.804,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2014,KSGS.373607100565301,409.71,124.879608,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,576.804,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2015,KSGS.373607100565301,413.2,125.94336,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,744.494,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2016,KSGS.373607100565301,412.59,125.757432,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,745.744,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2017,KSGS.373607100565301,413.23,125.952504,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,651.857,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2018,KSGS.373607100565301,415.94,126.778512,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,728.962,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2019,KSGS.373607100565301,417.43,127.232664,37.59874,-100.9497,USGS,Southern Kansas,2,2.0,694.285,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2020,KSGS.373607100565301,418.91,127.683768,37.59874,-100.9497,USGS,Southern Kansas,2,2.1,757.185,628.9594285714286,523.9862,1.2003358510276991,1.8702666980996763
2000,KSGS.374111099070401,32.2,9.81456,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,808.483,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2001,KSGS.374111099070401,32.14,9.796272,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,703.693,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2002,KSGS.374111099070401,33.53,10.219944,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,794.624,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2003,KSGS.374111099070401,35.78,10.905744,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,734.828,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2004,KSGS.374111099070401,37.57,11.451336,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,759.935,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2005,KSGS.374111099070401,38.78,11.820144,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,755.274,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2006,KSGS.374111099070401,38.9,11.85672,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,766.966,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2007,KSGS.374111099070401,41.525,12.65682,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,846.313,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2008,KSGS.374111099070401,39.93,12.170664,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,730.286,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2009,KSGS.374111099070401,38.57,11.756136,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,755.51,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2010,KSGS.374111099070401,37.81,11.524488,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,861.857,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2011,KSGS.374111099070401,38.55,11.75004,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,761.001,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2012,KSGS.374111099070401,41.22,12.563856,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,814.137,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2013,KSGS.374111099070401,42.61,12.987528,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,817.78,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2014,KSGS.374111099070401,42.88,13.069824,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,822.217,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2015,KSGS.374111099070401,43.57,13.280136,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,739.603,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2016,KSGS.374111099070401,44.1,13.44168,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,832.085,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2017,KSGS.374111099070401,44.46,13.551408,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,760.046,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2018,KSGS.374111099070401,45.0,13.716,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,825.389,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2019,KSGS.374111099070401,43.57,13.280136,37.68448,-99.11925,USGS,Southern Kansas,2,2.0,786.627,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2020,KSGS.374111099070401,42.68,13.008864,37.68448,-99.11925,USGS,Southern Kansas,2,2.1,781.084,783.7018095238096,737.7849,1.062236156718298,1.8481460208516598
2000,KSGS.374125100344101,152.38,46.445424,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,734.681,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2001,KSGS.374125100344101,157.46,47.993808,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,749.446,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2002,KSGS.374125100344101,161.79,49.313592,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,772.36,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2003,KSGS.374125100344101,168.98,51.505104,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,712.783,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2004,KSGS.374125100344101,174.76,53.266848,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,677.082,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2005,KSGS.374125100344101,180.21,54.928008,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,801.772,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2006,KSGS.374125100344101,186.38,56.808624,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,688.559,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2007,KSGS.374125100344101,193.52,58.984896,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,780.012,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2008,KSGS.374125100344101,199.385,60.772548,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,721.374,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2009,KSGS.374125100344101,205.82,62.733936,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,729.211,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2010,KSGS.374125100344101,212.69,64.827912,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,671.269,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2011,KSGS.374125100344101,222.47,67.808856,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,585.664,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2012,KSGS.374125100344101,233.015,71.022972,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,640.151,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2013,KSGS.374125100344101,238.025,72.55002,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,627.536,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2014,KSGS.374125100344101,241.99,73.758552,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,734.772,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2015,KSGS.374125100344101,245.54,74.840592,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,804.379,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2016,KSGS.374125100344101,245.945,74.964036,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,778.362,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2017,KSGS.374125100344101,247.865,75.549252,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,788.567,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2018,KSGS.374125100344101,248.83,75.843384,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,781.584,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2019,KSGS.374125100344101,251.02,76.510896,37.69024,-100.5795,USGS,Southern Kansas,2,2.0,752.634,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2020,KSGS.374125100344101,251.09,76.532232,37.69024,-100.5795,USGS,Southern Kansas,2,2.1,794.575,729.8463333333333,576.21246,1.2666271205824309,1.726987618996077
2000,KSGS.374747100552101,158.37,48.271176,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,879.796,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2001,KSGS.374747100552101,163.64,49.877472,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,885.15,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2002,KSGS.374747100552101,168.24,51.279552,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,900.467,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2003,KSGS.374747100552101,176.19,53.702712,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,856.803,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2004,KSGS.374747100552101,182.89,55.744872,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,803.488,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2005,KSGS.374747100552101,187.98,57.296304,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,914.022,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2006,KSGS.374747100552101,193.2,58.88736,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,819.863,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2007,KSGS.374747100552101,199.8,60.89904,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,844.55,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2008,KSGS.374747100552101,204.7,62.39256,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,866.224,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2009,KSGS.374747100552101,211.2,64.37376,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,806.295,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2010,KSGS.374747100552101,217.55,66.30924,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,795.102,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2011,KSGS.374747100552101,224.2,68.33616,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,827.922,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
2012,KSGS.374747100552101,232.6,70.89648,37.79492,-100.9225,USGS,Southern Kansas,2,2.0,882.554,867.5765714285715,526.28046,1.6485061541663713,1.8209405326564436
